concept,category,domain,hit_visual,hit_lexical,far_lexical,far_visual,Energy,JPEG_size,PNWS,H,S,V,layer3,layer6,layer8,coca_frequency,name_agreement,NoF_noTax,CS,MD,CSxD
candy,holiday,nonliving,0.577778,0.533333,0.592592593,0.181818182,4,6527,0.78487,0.14288,0.23217,91.4695,1.0921,1.5814,1.7902,8633,1,34,0.20007,0.084090238,1.56182273
candy bar,food,nonliving,0.688889,0.5,0.4,0.092592593,5,6714,0.35104,0.14348,0.23263,90.8182,1.1284,1.6941,2.0082,3,0.333333333,40,0.22972,0.125012867,1.728410917
candycane,food,nonliving,0.472222,NA,0.766666667,0.285714286,19,6276,0.24114,0.14275,0.23135,91.2278,1.19,1.8973,1.9417,2,1,34,0.18071,0.099252642,2.442721898
cane,tool,nonliving,0.583333,0.777778,0.269230769,0.413793103,15,4771,0.11329,0.142,0.23016,90.7689,1.2721,2.2619,2.1092,4481,0.708333333,45,0.14128,0.071567524,1.716691764
cannon,military,nonliving,0.58,0.5,0.392857143,0.275862069,18,13456,0.4173,0.14274,0.22949,90.6512,0.93371,1.3806,1.8501,2030,1,36,0.1412,0.075596453,1.551418374
canoe,vehicle,nonliving,0.367347,0.821429,0.5,0.275862069,7,7435,0.26126,0.14284,0.22888,90.356,1.069,1.6959,2.0088,3101,0.666666667,45,0.14367,0.084516525,1.430999783
cantaloupe,fruit,living,0.822222,0.568182,0.740740741,0.381818182,45,17640,0.8238,0.14266,0.22883,90.9641,1.3185,1.7826,2.2155,479,0.583333333,52,0.18244,0.097668218,2.252101022
canteen,tool,nonliving,0.482143,0.37037,0.404761905,0.136363636,12,10865,0.48439,0.14242,0.22899,91.0147,0.83676,1.3911,1.69,709,0.333333333,49,0.13174,0.064577979,1.580647649
cap,clothing,nonliving,0.408163,0.678571,0.37037037,0.103448276,2,7554,0.56057,0.14362,0.23034,91.0112,0.95367,1.8485,1.9212,14672,0.5,53,0.1552,0.094158744,1.53082519
car,vehicle,nonliving,0.34,0.607143,0.64,0.24137931,10,10075,0.31833,0.14345,0.22952,90.7658,1.0413,1.3483,1.9137,133571,0.75,52,0.15701,0.080181221,1.410340637
carabiner,tool,nonliving,0.636364,0.296296,0.340909091,0.244444444,7,9735,0.39174,0.14385,0.22987,90.6319,0.80496,1.5066,1.6562,72,0.375,51,0.14099,0.091978959,1.681610847
card table,furniture,nonliving,0.448276,0.285714,0.461538462,0.367346939,28,6038,0.79841,0.1448,0.2289,91.2687,1.1127,1.8129,1.9036,139,0.333333333,37,0.14175,0.064722954,2.010858475
cardinal,birds,living,0.689655,0.607143,0.592592593,0.428571429,4,8214,0.83684,0.14604,0.22885,91.8947,1.0206,1.5222,1.9256,1270,0.541666667,22,0.18503,0.092689767,2.690104609
cargo ship,vehicle,nonliving,0.542857,0.612903,0.352941176,0.26,15,7488,0.20038,0.14549,0.22786,91.5247,1.2456,1.8661,2.0391,32588,0.391304348,39,0.17423,0.088887488,1.508950938
carrot,vegetable,living,0.836735,0.848485,0.5,0.583333333,6,4904,0.46294,0.14486,0.22907,91.6544,1.2526,1.745,2.1948,5718,1,43,0.17668,0.073197098,1.770486448
carseat,baby,nonliving,0.25,0.571429,0.333333333,0.194444444,2,12108,0.7223,0.14638,0.23142,91.9115,0.89043,1.4419,1.7558,34,0.625,51,0.14517,0.085899539,2.217686723
cash register,office tool,nonliving,0.62,0.451613,NA,0.277777778,4,12310,0.60368,0.14626,0.23078,91.7646,0.8933,1.4204,1.6579,836,1,45,0.13432,0.086449974,1.876889858
cassette tape,office tool,nonliving,0.277778,NA,0.607142857,0.3125,11,11840,0.65933,0.14725,0.23004,92.0558,0.94372,1.4254,1.4708,137,0.583333333,42,0.16037,0.094347667,1.638559771
castle,building,nonliving,0.357143,0.444444,0.428571429,0.183673469,7,16305,0.47984,0.14816,0.22934,91.8718,0.9986,1.3631,2.1685,3919,0.708333333,29,0.20448,0.093102204,2.223083818
cat,mammal,living,0.586207,0.571429,0.571428571,0.24,3,10626,0.48386,0.14777,0.22875,91.7429,1.025,1.3245,2.0655,21135,1,36,0.19073,0.086767808,1.999303361
caterpillar,insect,living,0.740741,0.714286,0.571428571,0.22,8,9509,0.26251,0.14726,0.2284,91.4449,1.1234,1.8371,2.5365,911,1,37,0.13717,0.067916348,1.231475235
cauliflower,vegetable,living,0.727273,0.592593,0.595238095,0.279069767,6,10084,0.39959,0.14688,0.22814,91.3149,1.0212,1.7005,1.8462,496,0.875,37,0.15874,0.08582492,2.260296727
CD,electronics,nonliving,0.36,0.444444,0.392857143,0.137931034,6,9001,0.81543,0.20965,0.18243,97.3123,0.974,1.6199,1.6583,7754,0.916666667,44,0.14849,0.070084718,1.412016649
cedar,plant,living,0.86,0.387097,NA,0.6,4,7875,0.37257,0.14653,0.22735,91.1664,1.372,2.1798,2.7644,1904,0.833333333,37,0.16949,0.113457305,1.8453456
celery,vegetable,living,0.8,0.590909,0.333333333,0.428571429,4,8090,0.58894,0.14616,0.22884,91.3713,1.0761,1.96,2.094,2246,0.875,30,0.18804,0.095627579,2.237928732
cello,musical instruments,nonliving,0.66,0.457143,0.464285714,0.657142857,3,7104,0.28047,0.14555,0.22863,91.1276,1.045,1.5423,1.7473,1007,0.541666667,35,0.16911,0.069705195,1.098809575
cellphone,electronics,nonliving,0.613636,0.604651,0.384615385,0.166666667,4,7533,0.24409,0.14505,0.22748,90.7484,1.0041,1.5323,1.7089,1613,0.625,51,0.14595,0.106375285,1.850564963
centipede,insect,living,0.510204,0.666667,NA,0.638888889,17,7884,0.25482,0.14465,0.2271,90.5481,1.2092,1.5527,2.2056,164,0.88,40,0.16488,0.07382839,1.972115776
chain,vehicle,nonliving,0.457143,NA,0.586206897,0.34,9,15509,0.55042,0.14521,0.22677,90.4931,0.97395,1.399,1.6548,19688,0.416666667,36,0.15374,0.093079242,1.991361581
chainsaw,appliances,nonliving,0.527273,0.48,0.4,0.181818182,11,11338,0.39939,0.14484,0.22618,90.2989,1.0267,1.3739,1.7853,441,0.88,38,0.18626,0.068158305,1.337295729
chair,furniture,nonliving,0.509091,0.576923,0.590909091,0.622222222,12,9120,0.37919,0.14446,0.22632,90.1962,0.91008,1.4244,2.2058,43256,1,39,0.12305,0.086098553,1.44436963
chalice,decorative,nonliving,0.92,0.5,NA,0.228571429,6,14451,0.42312,0.14401,0.22663,90.1012,1.062,1.3298,1.6424,327,0.958333333,46,0.11698,0.084748334,1.667451991
chalkboard,furniture,nonliving,0.408163,0.575758,0.3,0.352941176,4,9464,0.35971,0.14397,0.22646,89.8833,1.0363,1.5544,1.9237,452,0.791666667,56,0.15863,0.119499378,2.089786988
chandelier,house parts,nonliving,0.458333,0.571429,0.448275862,0.171428571,44,16358,0.97996,0.14387,0.22598,90.6607,1.0325,1.7419,2.2047,1523,0.833333333,46,0.14961,0.107228699,1.993742608
charm,clothing,nonliving,0.42,0.346154,0.285714286,0.275862069,5,17486,0.48863,0.14383,0.22593,90.5611,0.94088,1.2349,1.7979,5157,0.333333333,49,0.15331,0.098315751,2.110908637
cheese,food,nonliving,0.758621,0.714286,0.37037037,0.14,2,6411,0.68508,0.1436,0.2271,90.8934,1.0728,1.7095,1.9018,17416,1,30,0.18195,0.08226161,1.663037206
cheese puff,food,nonliving,0.642857,0.538462,NA,NA,7,8285,0.68174,0.14322,0.22697,91.2874,1.1118,1.9247,2.1751,8,0.25,32,0.20563,0.119425515,2.226282722
cheeseburger,food,nonliving,0.655172,0.75,0.392857143,0.3,8,14701,0.79047,0.1431,0.22832,91.6744,0.99003,1.3067,2.0502,571,0.416666667,25,0.24915,0.129074084,2.159124801
cheetah,mammal,living,0.676471,NA,0.677419355,0.244897959,10,11136,0.33184,0.14263,0.22764,91.4599,1.1226,1.3987,2.1922,445,0.833333333,39,0.18135,0.065986149,2.054907227
cherry,fruit,living,0.805556,NA,0.741935484,0.346938776,4,6392,0.31182,0.14292,0.2275,91.2812,1.061,1.6372,1.7769,4153,1,30,0.18031,0.062703924,1.668679038
chess bishop,toys,nonliving,0.642857,0.481481,0.355555556,0.355555556,5,7483,0.35093,0.14246,0.22754,91.2101,1.1111,1.4354,1.7158,8639,1,34,0.13277,0.094706136,1.987617176
chess table,furniture,nonliving,0.55102,0.551724,NA,0.166666667,26,11372,0.92751,0.14207,0.22662,91.8528,0.87559,1.4374,2.1017,14,0.652173913,41,0.15309,0.117693038,2.369679034
chessboard,sports,nonliving,0.448276,0.535714,0.481481481,0.26,20,18986,0.7295,0.14191,0.22801,92.0402,0.9894,1.373,1.7737,239,0.96,34,0.17739,0.131624025,2.477103313
chest,furniture,nonliving,0.48,0.481481,0.444444444,0.259259259,3,13498,0.63184,0.1423,0.22762,91.9685,0.94422,1.4897,1.6225,22508,0.875,42,0.13602,0.085459486,1.840929876
chick,birds,living,0.827586,0.777778,0.5,0.32,8,7529,0.50744,0.14268,0.22707,92.0902,1.2382,1.4897,2.0553,2648,0.833333333,36,0.18135,0.079563845,2.304204543
chicken,birds,living,0.690909,0.807692,0.477272727,0.288888889,6,13907,0.63068,0.14249,0.22794,92.2204,0.97178,1.3962,2.0734,24465,0.666666667,36,0.18174,0.065589667,1.866367989
chickpea,vegetable,living,0.628571,0.4,0.382352941,0.367346939,9,11111,0.8352,0.14251,0.22838,92.7392,0.91851,1.5573,1.7945,477,0.5,40,0.15375,0.093300351,2.038710835
chili,vegetable,living,0.877551,0.387097,NA,0.314285714,6,5784,0.6624,0.14203,0.23033,93.0839,1.1915,1.819,1.7245,2294,1,33,0.14169,0.09295861,2.084972402
chinchilla,mammal,living,0.8,0.465116,0.208333333,0.410714286,6,10044,0.33654,0.14167,0.22962,92.8708,1.0371,1.5995,2.0946,57,0.208333333,44,0.15603,0.063104329,1.557492214
chipmunk,mammal,living,0.736842,0.615385,0.372093023,0.644444444,7,11188,0.38389,0.14193,0.22901,92.708,1.1268,1.5578,2.1414,225,0.791666667,37,0.18194,0.086977162,2.392856659
chisel,tool,nonliving,0.462963,0.37037,0.272727273,0.272727273,9,4424,0.14804,0.1414,0.22826,92.3994,1.3585,1.7693,1.8353,478,0,32,0.14034,0.067116334,1.273721808
chocolate bar,food,nonliving,0.7,0.740741,NA,NA,3,10682,0.48757,0.14097,0.22876,92.3082,1.1175,1.3684,1.8986,1,0.625,47,0.17838,0.127620685,1.60925626
Christmas lightbulb,holiday,nonliving,0.551724,0.464286,0.392857143,0.1,8,10840,0.45869,0.17618,0.21526,96.1753,0.83523,1.4557,2.002,0,1,49,0.14813,0.085026973,1.530065447
Christmas lights,holiday,nonliving,0.622222,0.444444,NA,NA,16,11246,0.35988,0.1607,0.22041,90.7272,0.9219,1.4697,1.8521,1,0.625,57,0.14402,0.095717615,1.584475909
Christmas stocking,holiday,nonliving,0.296296,0.518519,0.321428571,0.18,3,7577,0.41304,0.17835,0.23506,88.6706,0.91968,1.6513,1.9359,40,0.833333333,47,0.14011,0.092683351,1.910227497
Christmas tree,holiday,nonliving,0.472222,0.62069,NA,0.32,4,11443,0.25961,0.16315,0.21253,80.8823,1.2651,1.8655,2.6875,2,0.56,41,0.13674,0.120160179,2.378984634
church,building,nonliving,0.555556,0.666667,0.625,0.204081633,8,10282,0.36074,0.14081,0.22817,92.1556,1.0719,1.5894,1.8839,59466,0.958333333,38,0.18114,0.115433548,2.205569107
cigar,household items,nonliving,0.625,0.346154,0.355555556,0.177777778,6,6257,0.22052,0.14064,0.23025,92.5754,1.2106,1.7121,2.0584,4107,0.708333333,46,0.16039,0.114614095,1.677182491
cigar box,decorative,nonliving,0.64,0.296296,0.259259259,0.24137931,5,13484,0.84512,0.14015,0.22972,92.3242,1.2712,1.5188,2.0183,138,0.541666667,39,0.13131,0.07146697,1.242724175
cigarette,household items,nonliving,0.75,0.36,0.30952381,0.088888889,5,5364,0.30613,0.14003,0.22915,92.215,1.4863,2.0872,2.4752,17160,1,43,0.19008,0.120181476,1.847913123
cinnamon bun,food,nonliving,0.611111,NA,0.551724138,0.244897959,5,9496,0.60107,0.13984,0.22957,92.4164,1.2485,1.4898,1.8871,29,0.625,32,0.21286,0.09915953,1.309135216
circuit board,electronics,nonliving,0.611111,NA,0.533333333,0.48,18,23702,0.8745,0.14041,0.23038,92.5223,1.0369,1.4471,2.281,3,0.217391304,40,0.16689,0.101167152,1.817849087
clam,sea,living,0.638889,NA,0.678571429,0.26,3,12892,0.77771,0.1403,0.23146,92.7634,1.0781,1.3847,2.2067,1509,0.416666667,46,0.14381,0.091552957,1.948998792
clamp,tool,nonliving,0.5,0.676471,0.35483871,0.285714286,10,7193,0.19118,0.13989,0.2308,92.4752,1.1602,1.6862,1.7996,825,0.25,41,0.15616,0.093067323,1.646504125
clarinet,musical instruments,nonliving,0.734694,0.642857,0.428571429,0.678571429,11,5104,0.21962,0.13934,0.23041,92.2536,1.3694,1.7192,2.166,629,0.625,39,0.14665,0.067420035,1.368794375
clock,household items,nonliving,0.444444,NA,0.75862069,0.18,18,15290,0.79787,0.13867,0.2293,92.5177,0.70903,1.3256,1.5558,12395,1,37,0.19999,0.104739228,1.490007438
clog,clothing,nonliving,0.755556,0.477273,0.32,0.25,6,10857,0.49247,0.13837,0.22955,92.608,0.88758,1.3727,1.5258,272,0.458333333,48,0.14984,0.085170271,2.298042498
clown,toys,nonliving,0.909091,0.545455,0.269230769,0.214285714,3,9756,0.39514,0.13838,0.22967,92.4858,0.93197,1.5808,2.0487,2885,1,37,0.15355,0.091137025,2.108215862
cocker spaniel,mammal,living,0.824561,0.666667,0.409090909,0.159090909,3,11346,0.4694,0.13882,0.2291,92.2653,1.043,1.5328,1.9045,100,0.041666667,38,0.19868,0.066354911,1.284542166
cockroach,insect,living,0.694444,NA,0.678571429,0.22,8,8343,0.28698,0.13853,0.22892,92.1241,0.94405,1.5609,2.0804,819,0.625,32,0.18889,0.090488454,1.807726121
coconut,fruit,nonliving,0.857143,0.769231,0.409090909,0.4,8,8780,0.4144,0.13818,0.22874,92.0611,1.0119,1.7001,2.1695,2956,1,45,0.18282,0.12351367,2.357453415
coffee mug,kitchen items,nonliving,0.318182,0.555556,0.6,0.125,11,9065,0.76049,0.13805,0.22854,92.471,0.85397,1.6783,1.8439,261,0.291666667,46,0.13762,0.086443178,1.974145197
coffee table,furniture,nonliving,0.333333,0.666667,0.576923077,0.272727273,4,7257,0.40254,0.1377,0.22862,92.3166,1.0324,1.7142,1.9921,17,0.25,43,0.12159,0.085197394,2.169672254
coffeemaker,appliances,nonliving,0.551724,0.464286,0.518518519,0.26,8,10220,0.64077,0.13785,0.22831,92.4098,0.92005,1.5748,1.832,207,0.708333333,42,0.16044,0.119097634,2.352085003
coffeepot,kitchen items,nonliving,0.457143,NA,0.666666667,0.2,5,11697,0.62076,0.1384,0.22756,92.3808,0.87458,1.4912,1.9001,173,0.5,35,0.16273,0.097562699,1.876637857
coffin,furniture,nonliving,0.6,0.62963,0.321428571,0.206896552,3,8827,0.42641,0.13859,0.22722,92.2448,1.0613,1.7749,2.0085,3492,0.708333333,44,0.13165,0.07390581,1.336906491
coin,household items,nonliving,0.571429,0.666667,0.511111111,0.044444444,25,21674,0.84478,0.13848,0.22784,92.3853,0.84398,1.3327,1.8155,5947,0.791666667,33,0.17072,0.112973224,2.1169226
collie,mammal,living,0.74,0.407407,0.62962963,0.827586207,6,7814,0.41646,0.13831,0.22712,92.2754,0.99327,1.2775,1.9205,470,0.333333333,42,0.19409,0.074915059,1.882001634
column,house parts,nonliving,0.392857,0.407407,0.481481481,0.306122449,6,5980,0.34721,0.13837,0.22631,92.1498,1.2903,1.7276,1.9823,16810,NA,44,0.13379,0.086842164,2.028971614
combat boot,clothing,nonliving,0.733333,0.395349,0.461538462,0.509433962,3,11742,0.5665,0.13907,0.2258,91.9965,1.003,1.6064,1.9703,153,0.125,36,0.17146,0.073127581,1.275248583
compact car,vehicle,nonliving,0.206897,0.5,0.428571429,0.16,8,8503,0.34299,0.13869,0.22488,91.7957,0.93431,1.3405,2.1007,84,0,53,0.16989,0.094294496,1.821088706
compass,tool,nonliving,0.275862,0.571429,0.75,0.24,4,8176,0.31583,0.13875,0.22422,91.5278,0.97072,1.2132,1.617,2261,1,40,0.13166,0.081466842,1.230344137
computer,electronics,nonliving,,,NA,NA,NA,NA,NA,0.1777,0.20035,86.794,0.79242,1.4462,1.7676,NA,NA,50,0.15683,0.091392157,2.010593535
computer keyboard,electronics,nonliving,0.457143,0.677419,0.545454545,0.32,3,10115,0.41258,0.13909,0.22382,91.2923,1.1717,1.6357,1.9847,173,1,32,0.15045,0.091172319,2.185940574
computer monitor,electronics,nonliving,0.448276,0.571429,0.428571429,0.24,2,9857,0.73684,0.13848,0.22283,91.2268,1.1853,1.6432,1.7631,282,0.291666667,48,0.13941,0.088967656,1.857735251
computer mouse,electronics,nonliving,0.578947,0.576923,0.522727273,0.155555556,2,6802,0.48533,0.13889,0.22215,91.0484,1.0404,1.8727,1.5505,82,0.208333333,31,0.13652,0.098425717,1.97162865
conch,sea,living,0.821429,0.518519,0.444444444,0.333333333,4,11595,0.65177,0.13864,0.22244,91.2842,1.0776,1.3575,1.8754,440,0.791666667,43,0.15026,0.076243352,1.904411078
congo drum,musical instruments,nonliving,0.52,0.575758,0.5,0.5,3,9141,0.47118,0.13866,0.22194,91.1357,0.96963,1.4291,1.7925,131,0,49,0.15455,0.102510122,1.967231708
construction helmet,clothing,nonliving,0.4,NA,NA,0.272727273,2,5270,0.55011,0.13859,0.22289,91.3117,1.0643,1.8088,2.0232,4,0.541666667,39,0.17542,0.081947055,1.549241343
convertible,vehicle,nonliving,0.37931,0.444444,0.428571429,0.183673469,9,8030,0.29298,0.13846,0.22284,91.1436,1.0366,1.3663,1.9558,1413,0.458333333,34,0.18291,0.07755885,1.41256944
cookie,food,nonliving,0.666667,0.666667,0.558823529,0.26,8,11579,0.50578,0.13813,0.22296,91.186,1.0595,1.4696,1.8851,9480,0.625,39,0.19814,0.110560042,1.269478409
cookie tin,kitchen items,nonliving,0.269231,0.357143,0.321428571,0.103448276,8,14990,0.62744,0.1389,0.22366,91.2109,0.77663,1.4302,1.7091,26,0.291666667,37,0.12565,0.086128748,2.05823684
cooking pot,kitchen items,nonliving,0.32,0.6,NA,0.228571429,4,8006,0.59903,0.13891,0.224,91.3494,0.90658,1.5849,1.8002,82,0.375,41,0.12164,0.063697402,1.059677433
cooler,kitchen items,nonliving,0.2,0.418605,0.5,0.089285714,5,10085,0.63473,0.13883,0.22503,91.5611,0.82112,1.3405,1.6677,2184,0.5,43,0.13376,0.102742499,2.245472164
coral,sea,living,0.68,0.6,0.433333333,0.171428571,5,22287,0.65794,0.13871,0.22639,91.7018,1.1498,1.5231,2.2684,3687,0.68,49,0.15155,0.09819936,1.75128544
corkscrew,kitchen items,nonliving,0.563636,0.269231,0.511627907,0.355555556,13,8497,0.29499,0.13841,0.2259,91.5425,0.99366,1.5469,1.9127,422,0.625,33,0.15506,0.105871463,1.707029234
couch,furniture,nonliving,0.595745,0.571429,0.535714286,0.068965517,5,6641,0.35259,0.13805,0.22578,91.407,1.1067,1.662,1.9232,9209,0.666666667,43,0.19153,0.118933035,1.82753483
cougar,mammal,living,0.896552,0.714286,0.892857143,0.54,7,7487,0.27246,0.13766,0.22544,91.2008,1.0375,1.6322,2.0335,512,0.166666667,39,0.17212,0.096404646,1.873855102
covered wagon,vehicle,nonliving,0.37931,0.5,0.392857143,0.333333333,6,14034,0.61164,0.13741,0.22587,91.2113,0.8289,1.3591,2.1544,84,0.083333333,38,0.16447,0.095980942,1.894487247
cow,mammal,living,0.6,0.628571,0.533333333,0.472222222,5,9174,0.40724,0.13711,0.22612,91.1746,0.96653,1.4852,1.9645,10032,1,45,0.17826,0.076946157,1.596587196
cowbell,musical instruments,nonliving,0.644444,0.619048,0.307692308,0.145454545,3,16565,0.59504,0.13689,0.22688,91.284,1.0838,1.2882,1.5419,12421,0.291666667,39,0.13169,0.10245808,1.898660724
cowboy boot,clothing,nonliving,0.62,0.514286,0.483870968,0.5,3,11107,0.51816,0.13658,0.22701,91.1993,1.0742,1.6149,1.7959,13351,1,52,0.16716,0.09991025,1.7922002
cowboy hat,clothing,nonliving,0.377778,0.466667,0.538461538,0.178571429,4,12317,0.53233,0.13639,0.22748,91.2902,0.97704,1.3539,1.9801,18198,0.208333333,55,0.17276,0.111954835,1.860978241
crab,sea,living,0.638889,0.827586,0.617647059,0.42,12,10858,0.36194,0.13626,0.22744,91.171,0.87703,1.4557,2.0311,4803,0.208333333,47,0.17793,0.093334212,2.164546949
cranberry,fruit,living,0.84,0.451613,NA,0.388888889,5,9539,0.60048,0.13748,0.22797,91.3148,0.79977,1.4032,1.5883,1820,0.458333333,34,0.1788,0.085106225,1.200265107
crate,household items,nonliving,0.444444,0.37931,0.411764706,0.244897959,24,18249,0.84089,0.13822,0.22855,91.474,0.87883,1.4647,1.9529,2418,0.541666667,58,0.13453,0.09181051,2.442278197
crayfish,sea,living,0.82,0.588235,0.6,0.472222222,11,7411,0.21292,0.13781,0.22811,91.2736,1.1635,1.6346,2.2454,3892,0.96,41,0.17558,0.086840052,1.828741266
crayon,toys,nonliving,0.48,0.647059,0.466666667,0.142857143,3,12176,0.48763,0.1382,0.22847,91.2786,0.80058,1.3328,1.5134,1038,1,44,0.1876,0.148094761,1.957590443
crib,furniture,nonliving,0.3,0.653846,0.518518519,0.24137931,21,16192,0.71468,0.13877,0.22828,91.5131,0.86194,1.3801,1.7073,1761,0.791666667,41,0.12951,0.08035861,1.506008889
cricket,insect,living,0.727273,0.568182,0.592592593,0.490909091,5,7966,0.21377,0.13838,0.22794,91.2829,1.1099,1.5481,2.0988,2094,0.4,38,0.18512,0.083176773,1.602136456
croissant,food,nonliving,0.74,0.62963,0.307692308,0.172413793,4,12050,0.48364,0.13819,0.22834,91.355,1.0338,1.6334,2.047,436,1,39,0.21301,0.143205791,2.306223114
cross,decorative,nonliving,0.790698,0.5,0.37037037,0.236363636,8,6782,0.2443,0.13781,0.22805,91.1928,1.1793,1.7261,1.9588,8207,0.625,30,0.15542,0.12494394,1.822987184
crossbow,sports,nonliving,0.46,0.714286,0.428571429,0.222222222,9,6052,0.14737,0.13753,0.22728,90.912,1.0831,1.7712,1.8608,352,0.875,33,0.1492,0.085971517,1.090876752
crow,birds,living,0.857143,0.386364,0.56,0.446428571,3,9189,0.99392,0.13791,0.22961,91.3634,0.90534,1.5534,2.0733,2141,0.083333333,32,0.18995,0.066293291,1.773622971
crowbar,tool,nonliving,0.591837,0.533333,NA,0.444444444,14,4308,0.28099,0.13758,0.22965,91.2629,1.2981,2.1673,2.191,355,0.347826087,29,0.14617,0.083530736,1.837692975
cucumber,vegetable,living,0.857143,0.5,NA,0.416666667,4,5619,0.57797,0.13738,0.23043,91.3702,1.1426,1.8629,1.9342,2147,0.583333333,36,0.16824,0.07454555,1.097684284
cupboard,furniture,nonliving,0.535714,0.37037,0.363636364,0.266666667,6,13018,0.76171,0.13725,0.23103,91.4665,0.79624,1.6235,2.3715,1752,0.541666667,47,0.14235,0.073176106,1.531121356
curling iron,tool,nonliving,0.877551,0.428571,NA,0.222222222,10,5727,0.25262,0.13694,0.23035,91.3091,1.1447,2.2175,1.9396,160,0.75,35,0.1445,0.075899467,1.311393403
dagger,military,nonliving,0.409091,0.5,0.5,0.283018868,8,4873,0.16334,0.13655,0.22975,91.0718,1.2929,1.6782,2.0175,1390,0.88,31,0.18463,0.103520088,1.881094977
dalmatian,mammal,living,0.611111,0.6,0.4,0.204081633,24,12401,0.39121,0.1391,0.21922,89.2078,0.9873,1.5128,1.9547,202,1,61,0.17539,0.092109999,2.014088659
dart,sports,nonliving,0.586207,0.52,0.321428571,0.18,15,5226,0.18719,0.13618,0.22933,90.8798,1.2716,1.9468,1.8191,1409,0.565217391,40,0.16541,0.101598488,1.797058389
date,fruit,living,0.78,0.555556,0.357142857,0.357142857,3,9577,0.52514,0.13589,0.22935,90.871,1.0293,1.7345,2.1404,31467,0.541666667,40,0.17741,0.085641355,1.506912927
deer,mammal,living,0.72,0.678571,0.615384615,0.655172414,4,8260,0.80029,0.13616,0.22911,91.2004,1.0285,1.4085,1.8566,11665,0.625,48,0.15852,0.091216316,2.653620039
desk lamp,furniture,nonliving,0.37931,0.678571,0.571428571,0.22,7,7956,0.26646,0.13588,0.22868,90.9903,1.2249,1.644,2.0984,136,0.416666667,45,0.18397,0.120215116,1.699365998
diaper,baby,nonliving,0.607143,0.555556,0.259259259,0.081632653,6,8400,0.38533,0.1361,0.22868,90.9833,1.1127,1.8746,1.9389,2625,0.958333333,43,0.14304,0.091936413,1.985262414
diaperbag,baby,nonliving,0.264706,0.37931,NA,0.06,22,12755,0.45553,0.13657,0.22864,91.0223,0.80549,1.6059,1.952,2,0.958333333,38,0.14926,0.083766111,1.855113236
dice,sports,nonliving,0.56,0.692308,0.464285714,0.172413793,10,11194,0.80338,0.13663,0.22867,91.2405,0.89891,1.3891,1.8308,2829,1,32,0.16042,0.113262604,2.010638316
dining chair,furniture,nonliving,0.297872,0.5,0.451612903,0.25,11,12807,0.40597,0.13676,0.22873,91.184,0.80368,1.3592,1.7155,13,0.041666667,36,0.15441,0.084881782,1.64843291
dining table,furniture,nonliving,0.5,0.6,0.6,0.416666667,9,7311,0.63292,0.13677,0.22852,91.3761,0.98251,1.6248,2.193,685,0,36,0.12874,0.078840007,2.159594044
dinner knife,kitchen items,nonliving,0.285714,0.296296,0.428571429,0.344827586,28,4203,0.08898,0.13626,0.22767,91.1054,1.3907,2.1696,2.1525,15792,0,31,0.17848,0.057966072,0.740265172
dinosaur,toys,nonliving,0.758621,0.892857,0.571428571,0.34,12,11522,0.36997,0.13609,0.22746,91.0117,1.0683,1.4216,2.0102,4512,0.916666667,41,0.14923,0.063808753,1.586319605
dinosaur toy,toys,nonliving,0.714286,0.814815,0.555555556,0.3125,4,9094,0.48727,0.13588,0.22772,91.0332,1.0755,1.571,2.0869,34,0.916666667,55,0.13349,0.071341597,1.801718344
diploma,office tool,nonliving,0.423077,0.416667,0.28,0.22,22,4373,0.24041,0.13563,0.22705,90.9086,1.3872,2.0827,1.9348,1992,0.875,28,0.1993,0.133725504,1.783141941
dishwasher,appliances,nonliving,0.458333,0.535714,0.321428571,0.111111111,14,17297,0.71313,0.13573,0.22734,91.0675,0.80624,1.1902,2.0587,1131,0.708333333,33,0.14553,0.06672754,1.271430231
disk,electronics,nonliving,0.68,0.592593,0.37037037,0.103448276,19,7917,0.39754,0.13566,0.22681,91.0229,0.92013,1.4989,1.4045,7898,0.166666667,54,0.15394,0.106275197,1.958421973
doberman,mammal,living,0.777778,NA,0.566666667,0.428571429,4,9203,0.30748,0.13547,0.22649,90.8554,1.0804,1.3247,2.1288,150,0.416666667,46,0.17523,0.085027237,1.935192588
dodo,birds,living,0.77551,0.642857,0.291666667,0.259259259,6,13177,0.49189,0.1359,0.22632,90.867,1.0241,1.5252,2.0047,118,0.708333333,36,0.19315,0.100069548,1.986820157
dog bowl,furniture,nonliving,0.5,0.5,0.142857143,0.14,26,20055,0.81299,0.13615,0.22716,91.0865,0.68233,1.1386,1.8463,17,0.541666667,42,0.11024,0.071042019,1.910345705
doghouse,street items,nonliving,0.84,0.483871,NA,0.277777778,2,9188,0.95538,0.13622,0.22761,91.4755,0.92408,1.615,1.7581,257,0.833333333,41,0.13939,0.101716372,1.983578971
doll,toys,nonliving,0.888889,0.777778,0.615384615,0.267857143,5,14170,0.49721,0.13606,0.22801,91.4291,0.89989,1.2106,1.7925,7351,0.916666667,43,0.15814,0.08730418,2.0119388
dollhouse,toys,nonliving,0.285714,0.448276,0.457142857,0.224489796,3,13254,0.7433,0.13668,0.2287,91.6279,0.76867,1.4412,1.7575,230,1,34,0.11945,0.057367192,0.922628372
